full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code,Actual,Predicted
5306 WOOD CREEK LN GARLAND TX 75044,3,2.0,1987,1584,6900,351208,32.9664147,-96.637632,75044,351208,315691
4057 CHARTER DR GARLAND TX 75043,3,1.5,1971,1246,8420,309984,32.8641404,-96.6167474,75043,309984,235050
1111 LUPINE DR GARLAND TX 75043,4,2.0,1978,1965,7714,363465,32.8570175,-96.5896598,75043,363465,326307
1210 MAYAPPLE DR GARLAND TX 75043,3,2.0,1978,1478,7070,279188,32.8582565,-96.5885786,75043,279188,275000
1125 GOLDENROD DR GARLAND TX 75043,3,2.0,1978,2046,7070,309231,32.8578409,-96.5885577,75043,309231,330592
5221 WOOD CREEK LN GARLAND TX 75044,3,2.0,1987,1478,7022,315549,32.9652027,-96.6369432,75044,315549,308190
4010 COMMONWEALTH DR GARLAND TX 75043,3,1.5,1970,1246,9100,200921,32.8687861,-96.6151141,75043,200921,233993
2033 SKILLMAN DR GARLAND TX 75041,3,1.0,1951,1494,8699,222441,32.8930633,-96.6394062,75041,222441,247799
2413 NEWCASTLE DR GARLAND TX 75041,3,2.0,1963,1492,8250,280944,32.8889239,-96.6630315,75041,280944,305477
3709 FIELDCREST DR GARLAND TX 75042,3,2.0,1980,1443,7200,280944,32.9285662,-96.686347,75042,280944,305477
3106 ANDREA LN GARLAND TX 75040,3,2.0,1989,1577,7336,320917,32.9474363,-96.6216647,75040,320917,307299
609 ECHO DR GARLAND TX 75040,4,2.5,1986,2538,7440,396136,32.9451507,-96.6242539,75040,396136,411670
3006 HAMPSHIRE DR GARLAND TX 75040,3,2.5,1987,2109,13443,385097,32.9473838,-96.6234609,75040,385097,367091
2125 GLENDALE DR GARLAND TX 75041,2,1.0,1951,756,7501,194125,32.8914766,-96.6387383,75041,194125,188805
2054 AUBURN ST GARLAND TX 75041,2,1.0,1951,1089,8581,212604,32.8927534,-96.6400605,75041,212604,212411
1137 CHERRYWOOD DR GARLAND TX 75040,3,1.5,1970,950,7079,217062,32.9040959,-96.616533,75040,217062,227528
1105 CURTIS DR GARLAND TX 75040,3,1.0,1970,950,7318,230281,32.9026908,-96.6165747,75040,230281,220471
1509 MAPLE DR GARLAND TX 75042,4,2.0,1948,1152,15002,244990,32.9191498,-96.6528221,75042,244990,244286
1302 BARD CT GARLAND TX 75040,3,2.0,1995,1377,10912,301426,32.901226,-96.6119426,75040,301426,294063
1349 MILL CROSSING  GARLAND TX 75040,3,2.0,1997,1708,7501,305943,32.9028027,-96.6125058,75040,305943,328576
1121 REGAL DR GARLAND TX 75040,4,2.0,1995,2185,6721,294798,32.8993913,-96.6043484,75040,294798,376792
1110 BARD DR GARLAND TX 75040,3,2.0,1995,1496,14035,329551,32.9019101,-96.6114419,75040,329551,305707
1333 MILL CROSSING  GARLAND TX 75040,3,2.0,1998,1767,7501,322819,32.9028444,-96.6132571,75040,322819,335408
1121 MILL SPRING DR GARLAND TX 75040,3,2.5,1993,1868,5301,332952,32.9015133,-96.6098399,75040,332952,349852
1129 SUSAN DR GARLAND TX 75040,4,2.0,1962,1295,7200,243160,32.9049464,-96.6163451,75040,243160,257285
1109 SUSAN DR GARLAND TX 75040,3,2.0,1962,1229,7200,241662,32.9049409,-96.617298,75040,241662,249393
814 GLEN HOLLOW DR GARLAND TX 75044,5,4.0,1997,3427,12149,603358,32.979691,-96.6206646,75044,603358,628340
310 GLEN CANYON DR GARLAND TX 75040,3,2.0,1983,2149,8398,414621,32.9486969,-96.6342298,75040,414621,356939
4801 CRESTPOINT LN GARLAND TX 75043,4,2.5,2016,2563,5371,323828,32.848259,-96.559443,75043,323828,434847
1702 SURREY CT GARLAND TX 75043,3,2.5,1977,2279,10659,382840,32.879149,-96.6057253,75043,382840,362179
5606 WYRICK LN GARLAND TX 75044,3,2.0,1983,1324,7013,293222,32.9661386,-96.6670905,75044,293222,293531
1353 MILL WOOD LN GARLAND TX 75040,3,2.5,1995,1637,12689,273148,32.9042201,-96.6125268,75040,273148,329351
1322 KENSINGTON CT GARLAND TX 75040,3,2.0,1997,1363,5001,272239,32.8989423,-96.602888,75040,272239,294812
917 ROYAL BIRKDALE DR GARLAND TX 75044,3,4.0,1989,3456,9239,712531,32.9733699,-96.6403038,75044,712531,616748
726 ROYAL BIRKDALE DR GARLAND TX 75044,4,3.0,1989,2276,7261,501714,32.9729168,-96.6377034,75044,501714,431012
1235 FOREST COVE LN GARLAND TX 75040,3,2.5,1986,1330,4082,268829,32.9519637,-96.6457312,75040,268829,289798
4805 CREEKRIDGE PL GARLAND TX 75043,3,2.0,1985,1785,6970,326483,32.8468223,-96.5587518,75043,326483,312446
1117 DOVE DR GARLAND TX 75040,3,2.5,1995,1637,5249,314160,32.9011095,-96.6058504,75040,314160,329358
1522 CROSS COURTS DR GARLAND TX 75040,3,2.0,1993,1302,5750,292685,32.9017164,-96.6068101,75040,292685,284613
3938 CAMBRIDGE DR GARLAND TX 75043,3,1.5,1970,1258,7440,186480,32.8664179,-96.6159432,75043,186480,235169
402 BIRCHWOOD DR GARLAND TX 75043,3,2.0,1969,1230,10206,252732,32.8610595,-96.6303098,75043,252732,241212
305 MEADOWHILL DR GARLAND TX 75043,3,2.0,1970,1308,8050,263209,32.861962,-96.6272173,75043,263209,249905
422 MEADOWHILL DR GARLAND TX 75043,3,2.0,1970,1336,8189,270235,32.8592662,-96.6294873,75043,270235,252645
2406 CARDINAL LN GARLAND TX 75042,3,2.0,1959,1638,10001,294033,32.9035773,-96.663457,75042,294033,294472
2426 MOCKINGBIRD LN GARLAND TX 75042,3,2.0,1957,2191,12219,303545,32.8994002,-96.6653364,75042,303545,342272
2618 PRINCEWOOD DR GARLAND TX 75040,4,2.0,1985,1974,8146,357969,32.9439326,-96.628219,75040,357969,345569
510 YORKTOWN DR GARLAND TX 75043,3,2.0,1971,1872,9100,303871,32.8687921,-96.6166582,75043,303871,306161
630 YORKTOWN DR GARLAND TX 75043,3,2.0,1971,1515,9100,285668,32.8699802,-96.614509,75043,285668,271220
3925 MAYFLOWER DR GARLAND TX 75043,3,2.0,1972,1568,8059,281790,32.8660489,-96.6147309,75043,281790,277466
3817 CAMBRIDGE DR GARLAND TX 75043,3,2.0,1970,1953,10224,324003,32.8674715,-96.6185966,75043,324003,313031
4017 CHARTER DR GARLAND TX 75043,3,1.5,1971,1264,7440,213629,32.8653345,-96.6181642,75043,213629,236813
1214 COLUMBINE DR GARLAND TX 75043,3,2.0,1977,1712,7070,297431,32.8590426,-96.5890583,75043,297431,296845
1029 COLUMBINE DR GARLAND TX 75043,3,2.0,1979,2028,7296,321755,32.8591012,-96.5914572,75043,321755,329887
1213 COLUMBINE DR GARLAND TX 75043,3,2.0,1976,2275,7070,330851,32.8594648,-96.588954,75043,330851,350891
5801 RIDGECOVE DR GARLAND TX 75043,3,2.0,1976,1446,7318,295650,32.8452334,-96.5680378,75043,295650,269754
405 CLOVER LN GARLAND TX 75043,3,2.0,1972,1461,8542,281339,32.8636025,-96.6144464,75043,281339,266993
4006 MAYFLOWER DR GARLAND TX 75043,3,2.0,1973,1431,6830,274787,32.8656486,-96.6134261,75043,274787,265115
6330 HOUSLEY DR GARLAND TX 75043,3,2.0,1985,1876,14723,318150,32.8380184,-96.5713531,75043,318150,321346
6101 WATERWAY DR GARLAND TX 75043,4,2.0,1985,1765,6068,333823,32.8415588,-96.5641025,75043,333823,314133
6105 WESTLAKE CT GARLAND TX 75043,3,2.0,1986,1443,7462,295425,32.8413675,-96.5631162,75043,295425,280030
1513 WAGON WHEEL RD GARLAND TX 75044,3,2.0,1969,1784,8220,293889,32.9393322,-96.6509144,75044,293889,312910
1822 HOMESTEAD PL GARLAND TX 75044,3,2.0,1970,1224,8233,279297,32.9379947,-96.6556151,75044,279297,274226
2521 OLD NORTH RD GARLAND TX 75044,3,2.0,1970,1276,10289,262292,32.9391947,-96.653059,75044,262292,277905
2625 MILL POND RD GARLAND TX 75044,3,1.5,1971,1528,8102,273915,32.9409129,-96.6562398,75044,273915,289362
1810 PILOT WAY  GARLAND TX 75040,4,2.0,1977,1803,7532,273915,32.8963363,-96.6053289,75040,273915,289362
125 RIDGEGATE DR GARLAND TX 75040,3,2.0,1983,1697,8398,354845,32.9455613,-96.629683,75040,354845,312700
4010 AZALEA LN GARLAND TX 75043,4,2.0,1977,1871,9601,298412,32.866402,-96.6228766,75043,298412,316049
4009 AZALEA LN GARLAND TX 75043,3,2.0,1978,1889,9775,351074,32.8659918,-96.6231687,75043,351074,315224
606 ROYAL OAK DR DUNCANVILLE TX 75116,4,2.0,1984,2059,20978,351074,32.6596714,-96.9386677,75116,351074,315224
1108 PARKWAY DR GARLAND TX 75040,2,1.0,1949,1242,8499,225496,32.9027251,-96.6371218,75040,225496,219821
900 OAK CREEK DR HUTCHINS TX 75141,3,1.0,1971,1026,9762,189370,32.64301,-96.697628,75141,189370,182529
1125 SKYLINE DR HUTCHINS TX 75141,3,2.0,2019,1309,9039,250507,32.6410393,-96.6942017,75141,250507,251478
1212 RIDGEWOOD LN HUTCHINS TX 75141,3,2.0,1972,1481,7331,183363,32.6432122,-96.6946613,75141,183363,226283
1208 RIDGEWOOD LN HUTCHINS TX 75141,2,2.0,1972,1212,7070,213796,32.6431593,-96.6948284,75141,213796,202705
305 MORNINGSTAR DR HUTCHINS TX 75141,3,2.0,2004,1667,7200,236634,32.6547243,-96.7218259,75141,236634,264055
1216 WOODCREST LN HUTCHINS TX 75141,3,1.0,1971,1323,7488,204519,32.642283,-96.6972519,75141,204519,202730
1217 WOODCREST LN HUTCHINS TX 75141,3,1.5,1970,1572,7314,194583,32.6420059,-96.6975026,75141,194583,224893
1201 OAK CREEK DR HUTCHINS TX 75141,4,2.0,1971,1452,11944,212061,32.6411652,-96.6992576,75141,212061,228809
1021 SKYLINE DR HUTCHINS TX 75141,3,2.0,2019,1535,9039,277638,32.6396528,-96.6971265,75141,277638,266852
1009 RIDGEWOOD LN HUTCHINS TX 75141,5,2.5,2018,2706,9004,368872,32.6428059,-96.6973355,75141,368872,362292
1209 RIDGEWOOD LN HUTCHINS TX 75141,3,2.0,1972,1316,7457,228208,32.6434536,-96.6950791,75141,228208,215059
333 MORNINGSTAR DR HUTCHINS TX 75141,4,2.5,2003,2000,7200,275292,32.6541344,-96.7229964,75141,275292,297211
417 SUNRISE CT HUTCHINS TX 75141,4,2.0,2004,1475,7288,273485,32.6519871,-96.723707,75141,273485,256273
1033 CRESTVIEW DR HUTCHINS TX 75141,3,2.0,2022,1675,5050,289774,32.6390776,-96.6963744,75141,289774,278726
410 W DALLAS ST HUTCHINS TX 75141,2,2.0,1947,960,5166,180500,32.648822,-96.7164654,75141,180500,165937
1709 LAS CRUCES LN DALLAS TX 75217,2,1.0,1953,840,7492,180500,32.7420506,-96.6933451,75217,180500,165937
1024 CRESTVIEW DR HUTCHINS TX 75141,3,2.0,2022,1310,5002,264880,32.6385094,-96.6967266,75141,264880,253897
1533 WOODBROOK LN HUTCHINS TX 75141,3,2.0,2022,1675,6369,292241,32.6390743,-96.6947866,75141,292241,278727
408 MORNINGSTAR DR HUTCHINS TX 75141,3,2.0,2004,1745,7501,265513,32.6532108,-96.7238324,75141,265513,262016
2106 PUEBLO DR GARLAND TX 75040,3,2.0,1983,1156,7680,265513,32.9304981,-96.6079785,75040,265513,262016
1305 OAK CREEK DR HUTCHINS TX 75141,2,1.5,1971,1174,7863,181068,32.6403897,-96.6989651,75141,181068,193325
409 ATHENS ST HUTCHINS TX 75141,4,2.5,1971,2340,10202,283166,32.6474652,-96.7158278,75141,283166,295223
212 N MAIN ST HUTCHINS TX 75141,1,1.0,1930,540,2034,67390,32.648861,-96.7133514,75141,67390,113306
332 MORNINGSTAR DR HUTCHINS TX 75141,3,2.0,2003,1475,7532,252441,32.6537523,-96.7227455,75141,252441,250209
328 SUMMER TREE DR HUTCHINS TX 75141,4,2.0,2005,2886,7196,337390,32.6531223,-96.7222021,75141,337390,353040
1303 DOWDY FERRY RD HUTCHINS TX 75141,3,2.0,1969,1337,36255,176853,32.648995,-96.6982965,75141,176853,214160
401 HICKMAN ST HUTCHINS TX 75141,3,1.0,1947,992,8041,205187,32.6504154,-96.7103736,75141,205187,161375
302 PALESTINE ST HUTCHINS TX 75141,2,1.0,1956,1160,11840,167853,32.6481703,-96.7096941,75141,167853,174592
200 FANNIN ST HUTCHINS TX 75141,3,1.0,1940,2997,15873,239389,32.6494904,-96.7104154,75141,239389,292276
1025 CRESTVIEW DR HUTCHINS TX 75141,3,2.0,2022,1310,5036,252365,32.6389301,-96.6966669,75141,252365,253897
806 BARD DR GARLAND TX 75040,3,2.0,1996,1449,5001,327750,32.9049773,-96.6123534,75040,327750,302172
1605 HIGH MEADOW DR GARLAND TX 75040,3,1.5,1974,1196,7706,238850,32.8995003,-96.6064346,75040,238850,249070
3705 LARIAT LN GARLAND TX 75042,3,2.0,1973,1446,7370,315161,32.9192164,-96.6866553,75042,315161,296141
2006 HIGHWOOD DR GARLAND TX 75041,3,2.0,1983,1249,6865,268131,32.893805,-96.6196212,75041,268131,277408
2105 HOLLOW WAY GARLAND TX 75041,6,3.5,2009,3530,6782,523241,32.8921747,-96.6114836,75041,523241,538770
317 WASHINGTON ST GARLAND TX 75040,3,2.0,2012,1322,9100,316208,32.9034873,-96.6355614,75040,316208,306651
2322 ARCADY DR GARLAND TX 75041,3,1.5,1960,1128,8485,224915,32.8895877,-96.6181188,75041,224915,238481
2829 OLD ORCHARD RD GARLAND TX 75041,3,2.0,1955,1525,14153,317028,32.8820349,-96.6435602,75041,317028,271930
1536 ELIZABETH DR GARLAND TX 75042,3,1.0,1954,1293,7671,249499,32.9020551,-96.6545831,75042,249499,235445
1113 ROSEWOOD HILLS DR GARLAND TX 75040,3,1.5,1962,1220,7501,193105,32.9194077,-96.6171187,75040,193105,240553
1518 INWOOD BLVD GARLAND TX 75042,3,1.0,1940,1192,7296,202831,32.9028718,-96.65118,75042,202831,220343
3410 BERKNER DR GARLAND TX 75044,4,2.5,1989,2367,4090,365016,32.9359186,-96.6816764,75044,365016,431709
5334 GREENBROOK DR GARLAND TX 75043,3,2.0,1982,1479,7562,283787,32.850488,-96.5511095,75043,283787,279326
1234 CARROLL DR GARLAND TX 75041,3,2.0,1962,1240,8189,253809,32.8717054,-96.6464805,75041,253809,257576
510 ASBURY PARK  GARLAND TX 75043,3,2.0,1971,1280,7562,245686,32.8511837,-96.6245931,75043,245686,248222
5434 BLUE COVE DR GARLAND TX 75043,3,2.0,1984,1522,6247,278583,32.8478223,-96.5542156,75043,278583,285649
1548 MURRAY DR GARLAND TX 75042,2,1.0,1954,998,9087,198788,32.9015133,-96.6536435,75042,198788,215617
415 QUINTANA DR GARLAND TX 75043,3,2.0,1978,1600,7214,311018,32.8584224,-96.6278016,75043,311018,286940
3810 PURCELL DR GARLAND TX 75040,4,2.0,1980,1964,7244,376754,32.9511508,-96.6351081,75040,376754,339306
326 DAVIDSON DR GARLAND TX 75040,3,1.0,1962,1188,7200,232498,32.911281,-96.6198606,75040,232498,230019
1429 RESISTOL RD GARLAND TX 75042,2,1.0,1952,907,7802,230008,32.9048282,-96.6505132,75042,230008,209771
3815 ENOLA GAY AVE DALLAS TX 75227,3,2.0,1996,1131,4522,230008,32.76926,-96.6609468,75227,230008,209771
3331 BRIAROAKS DR GARLAND TX 75044,2,2.0,1984,1292,3293,282668,32.9355913,-96.6803261,75044,282668,293294
718 WORCESTER LN GARLAND TX 75040,3,2.0,1972,1878,8577,347474,32.933159,-96.6386388,75040,347474,318788
1405 JAMES DR GARLAND TX 75042,5,3.0,1952,1903,7797,254938,32.9064787,-96.649301,75042,254938,342426
2726 HACKBERRY LN GARLAND TX 75042,3,2.0,1982,1464,8329,315082,32.9207253,-96.6694502,75042,315082,310141
635 W RIDGEWOOD DR GARLAND TX 75041,3,2.0,1956,1638,13482,336117,32.8866163,-96.6385687,75041,336117,281072
2032 17TH ST GARLAND TX 75041,2,1.0,1950,752,7488,188286,32.8926473,-96.6522171,75041,188286,187897
711 E LINDA DR GARLAND TX 75041,3,2.0,1957,1185,7606,257711,32.8908256,-96.6231855,75041,257711,249006
1313 IROQUOIS DR GARLAND TX 75043,3,2.5,1966,2483,10001,387965,32.870385,-96.6101691,75043,387965,370519
1613 GLENVILLE DR GARLAND TX 75042,4,2.0,1965,1504,7488,339892,32.9283497,-96.7054638,75042,339892,296817
2614 SCOTSWOOD DR GARLAND TX 75041,3,2.0,1962,1645,8154,264326,32.8854484,-96.6646574,75041,264326,287065
1324 RIVERVIEW LN SEAGOVILLE TX 75159,3,2.0,1998,1254,6900,251062,32.6599667,-96.531748,75159,251062,227654
1319 RIVERVIEW LN SEAGOVILLE TX 75159,3,2.0,1996,1475,6730,246422,32.6603001,-96.532519,75159,246422,242450
1325 RIVERVIEW LN SEAGOVILLE TX 75159,3,2.0,1997,1434,6695,225294,32.6603953,-96.5319564,75159,225294,240425
1422 FOREST LN GARLAND TX 75042,3,1.0,1950,1486,10964,225294,32.9090373,-96.6514723,75042,225294,240425
1208 ROSS LN SEAGOVILLE TX 75159,3,2.0,1985,1260,7741,235583,32.6567035,-96.5319564,75159,235583,214665
1007 SHADYBROOK LN SEAGOVILLE TX 75159,3,2.0,1997,1451,6800,237417,32.65944,-96.5359575,75159,237417,241739
1015 SHADYBROOK LN SEAGOVILLE TX 75159,3,2.0,2001,1448,7257,260469,32.6599766,-96.5366243,75159,260469,246086
1103 SHADYBROOK LN SEAGOVILLE TX 75159,3,2.0,2002,1436,7270,286488,32.6603505,-96.5370411,75159,286488,288785
9542 TALLOW BERRY DR DALLAS TX 75249,3,2.5,2006,1580,6795,286488,32.633199,-96.9454769,75249,286488,288785
1310 BRYAN PL SEAGOVILLE TX 75159,3,2.0,1987,1283,7318,216362,32.658347,-96.531623,75159,216362,217305
1315 ROSS LN SEAGOVILLE TX 75159,3,2.0,1985,1160,8542,218167,32.6581397,-96.5305394,75159,218167,211216
2813 BELLFLOWER DR MESQUITE TX 75150,3,2.5,2021,1763,2879,336068,32.803054,-96.632479,75150,336068,323617
2809 ROBIN LN MESQUITE TX 75149,4,2.0,2000,2093,5001,277097,32.7648281,-96.6444968,75149,277097,318868
1024 ERVIN LN MESQUITE TX 75149,3,1.0,1954,1266,21397,222640,32.7542237,-96.6282608,75149,222640,215870
4610 HARPER DR MESQUITE TX 75150,3,2.0,1964,2098,7501,299835,32.8281335,-96.6396334,75150,299835,305134
2716 DAKOTA CIR SEAGOVILLE TX 75159,3,2.0,2003,1448,7200,257767,32.6718303,-96.5763993,75159,257767,248375
1231 CHASE LN SEAGOVILLE TX 75159,3,2.0,2019,1754,9940,259617,32.662625,-96.5372495,75159,259617,290345
2809 LISMORE DR SEAGOVILLE TX 75159,4,2.0,2016,1575,7350,302133,32.6882591,-96.5487543,75159,302133,336151
1722 ROBIN LN GARLAND TX 75042,3,2.0,1959,2094,12741,302133,32.8971107,-96.6632587,75042,302133,336151
4727 VIA VENTURA  MESQUITE TX 75150,3,3.0,1983,1999,5201,233917,32.829579,-96.6025125,75150,233917,325433
1215 LORRAINE LN MESQUITE TX 75149,3,2.0,1959,1816,6804,249071,32.7517871,-96.63741,75149,249071,269580
712 MAY RD SEAGOVILLE TX 75159,3,2.0,1979,1769,30492,286243,32.6592644,-96.5469201,75159,286243,245708
215 ANDOVER DR MESQUITE TX 75149,3,1.0,1960,1113,6599,185204,32.7650383,-96.6420781,75149,185204,209329
213 AVENUE C  SEAGOVILLE TX 75159,3,1.0,1950,1122,12924,184760,32.6485653,-96.5447524,75159,184760,182798
503 GLEN COVE ST SEAGOVILLE TX 75159,3,2.0,1992,1394,9426,229837,32.6614215,-96.5628463,75159,229837,231608
1008 FIELD TRAIL DR MESQUITE TX 75150,3,2.0,1982,1511,7192,280282,32.8043602,-96.6132313,75150,280282,272546
2809 BAMBOO ST MESQUITE TX 75150,4,2.0,1966,1490,7632,286064,32.8024892,-96.6576398,75150,286064,267563
2517 WHITAKER DR SEAGOVILLE TX 75159,4,2.0,2019,1816,6599,315240,32.6860574,-96.5522145,75159,315240,300642
1802 AUSTIN AVE GRAND PRAIRIE TX 75051,3,1.5,1972,1046,5998,315240,32.7074555,-96.9812224,75051,315240,300642
2202 FALLEN WOOD DR MESQUITE TX 75181,4,2.0,1992,2323,8677,378611,32.738789,-96.5475722,75181,378611,337495
814 ASHLEY PL MESQUITE TX 75181,3,2.0,2002,2303,8773,393002,32.7576505,-96.5607669,75181,393002,353624
2617 BOARDWALK DR MESQUITE TX 75181,3,2.0,1992,1525,7789,284544,32.732375,-96.5554202,75181,284544,273724
3906 SUNRISE TRL SACHSE TX 75048,4,3.0,2000,2368,8294,419505,32.9692101,-96.5848036,75048,419505,446628
5407 SPRING CREEK DR SACHSE TX 75048,3,2.0,1986,1523,16222,320456,32.9725348,-96.588224,75048,320456,317092
3821 BLOSSOM DR SACHSE TX 75048,4,2.5,2000,2550,14375,447738,32.9695002,-96.5855335,75048,447738,457337
5106 PARK LAKE CT SACHSE TX 75048,3,2.0,1984,1631,11038,359602,32.9703614,-96.5857423,75048,359602,326045
3912 SUNRISE TRL SACHSE TX 75048,4,2.5,2000,2574,9274,425439,32.9691258,-96.5843239,75048,425439,460003
3710 TRAILRIDGE DR SACHSE TX 75048,4,2.5,2000,3243,13582,491853,32.9684178,-96.5869518,75048,491853,536501
3714 ARBORDALE LN SACHSE TX 75048,3,2.0,2001,1868,8398,370430,32.9673006,-96.5865346,75048,370430,378139
3505 TIMBERCREEK CIR SACHSE TX 75048,3,2.0,1991,1596,10276,319346,32.9698542,-96.5896214,75048,319346,332782
3803 MUSTANG AVE SACHSE TX 75048,3,2.0,2015,2181,6334,460569,32.9590866,-96.5933361,75048,460569,435821
3703 BLOSSOM DR SACHSE TX 75048,4,3.0,2000,2300,9919,434171,32.9700804,-96.5869935,75048,434171,439240
3821 BROOKGLEN DR SACHSE TX 75048,3,2.0,1984,1598,12602,362574,32.9720195,-96.5851164,75048,362574,322383
3417 WELCH LN SACHSE TX 75048,3,2.0,1998,1840,8398,327783,32.9826286,-96.5923786,75048,327783,370481
3411 RED OAK ST SACHSE TX 75048,4,2.0,2004,2151,7593,400476,32.9636888,-96.588229,75048,400476,410879
4714 PEACH TREE LN SACHSE TX 75048,3,2.0,2003,2061,9065,399129,32.9658484,-96.5903932,75048,399129,402591
3806 PARLIAMENT CT SACHSE TX 75048,3,2.0,2021,1810,9226,459827,32.9589447,-96.5879529,75048,459827,404130
3915 AVENTINO CT SACHSE TX 75048,3,2.0,2020,1810,6634,438413,32.9605705,-96.5895417,75048,438413,402468
4516 OAKGROVE LN SACHSE TX 75048,3,2.0,2004,1686,6050,377130,32.9653875,-96.5788223,75048,377130,362496
3764 LEIGH CT SACHSE TX 75048,4,2.5,1998,2331,15237,414445,32.9576747,-96.5837817,75048,414445,430251
3615 POTOMAC DR SACHSE TX 75048,4,2.5,1999,2727,8446,405903,32.9562609,-96.5873272,75048,405903,475464
3505 GEORGETOWN DR SACHSE TX 75048,3,2.0,2001,1704,8398,350125,32.9556339,-96.589246,75048,350125,359940
3817 BROOKGLEN DR SACHSE TX 75048,3,2.0,1984,1466,12001,302593,32.9720513,-96.5854159,75048,302593,307735
5211 MILES RD SACHSE TX 75048,3,3.0,2003,2864,33123,614062,32.9703248,-96.5838394,75048,614062,509615
3815 BLOSSOM DR SACHSE TX 75048,4,3.0,2000,2772,11748,462469,32.9694826,-96.5858672,75048,462469,490801
3829 BLOSSOM DR SACHSE TX 75048,3,2.0,1984,1627,13499,308305,32.9698935,-96.5851373,75048,308305,325600
5209 SPRING CREEK DR SACHSE TX 75048,3,2.0,1985,1840,10250,334222,32.9710199,-96.5882866,75048,334222,350756
5115 PARK LAKE CT SACHSE TX 75048,3,2.0,1984,1690,17751,372040,32.9706064,-96.5861592,75048,372040,332589
3909 SUNRISE TRL SACHSE TX 75048,4,2.5,2000,2723,8207,445531,32.9695684,-96.5842405,75048,445531,476538
5142 WILLOW BEND LN SACHSE TX 75048,4,4.0,2013,3346,13504,632198,32.9679806,-96.5773623,75048,632198,609603
3718 BROOKGLEN DR SACHSE TX 75048,3,2.0,1991,1737,10010,346591,32.9716096,-96.5862427,75048,346591,348429
712 BARTON AVE GLENN HEIGHTS TX 75154,3,2.0,1983,1880,50268,362899,32.5549971,-96.8388477,75154,362899,298929
2733 JILLS DR BALCH SPRINGS TX 75180,3,1.0,1953,1400,15181,123007,32.7308446,-96.637055,75180,123007,208519
1910 LILLIAN AVE GLENN HEIGHTS TX 75154,3,1.5,1979,1551,43586,262685,32.5538061,-96.8348696,75154,262685,264491
2002 LILLIAN AVE GLENN HEIGHTS TX 75154,2,2.0,2020,2707,46579,517547,32.5522685,-96.8349743,75154,517547,407000
1824 S UHL RD GLENN HEIGHTS TX 75154,3,2.0,1965,1752,14880,252031,32.5556663,-96.8419047,75154,252031,266497
1914 S UHL RD GLENN HEIGHTS TX 75154,3,2.0,1981,1664,19998,234241,32.5532476,-96.8419047,75154,234241,280072
812 GODWIN AVE GLENN HEIGHTS TX 75154,4,1.0,1965,2142,176000,613259,32.5521755,-96.8361468,75154,613259,288301
2004 LILLIAN AVE GLENN HEIGHTS TX 75154,2,1.0,1965,573,48151,193905,32.5514291,-96.8349115,75154,193905,166873
2617 JILLS DR BALCH SPRINGS TX 75180,3,1.0,1953,1230,15181,174981,32.7331715,-96.6369432,75180,174981,199858
1918 S UHL RD GLENN HEIGHTS TX 75154,4,3.0,2016,2708,19998,258319,32.5527684,-96.841821,75154,258319,413723
5120 WOODSBORO DR BALCH SPRINGS TX 75180,4,2.0,1972,2801,43242,433287,32.698169,-96.6169503,75180,433287,313988
