full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code
1101 MILL BRANCH DR GARLAND TX 75040,4,2.5,1997,2182,8638,316302,32.9026255,-96.6153228,75040
1009 MILL BRANCH DR GARLAND TX 75040,3,2.0,1997,1413,9121,312511,32.9030765,-96.6151939,75040
1310 MILL CROSSING  GARLAND TX 75040,3,2.0,1995,1473,7501,305389,32.9024044,-96.6145299,75040
1337 MILL CROSSING  GARLAND TX 75040,3,2.0,1997,1179,7501,205861,32.9027885,-96.6130693,75040
1013 BARD DR GARLAND TX 75040,3,2.0,1997,1121,7079,349462,32.9028702,-96.6115225,75040
1246 REGAL DR GARLAND TX 75040,3,2.0,1997,1854,9470,335828,32.9005408,-96.6091468,75040
7505 STONE HILL CT GARLAND TX 75044,4,3.5,1997,3360,9431,633433,32.9845342,-96.6475047,75044
7502 BRIARGLEN CT GARLAND TX 75044,4,3.5,1999,3444,10093,676695,32.9840884,-96.6413893,75044
1206 CREEKWOOD DR GARLAND TX 75044,4,4.5,1998,3723,10254,742788,32.9843421,-96.645295,75044
1223 WINDING BROOK DR GARLAND TX 75044,5,3.5,2003,3444,12253,692878,32.9836164,-96.6454847,75044
831 CARNEY DR GARLAND TX 75041,3,2.0,1954,1459,12763,288459,32.8851264,-96.6410761,75041
926 CARNEY DR GARLAND TX 75041,3,2.0,1954,1487,15695,282016,32.8848199,-96.6423077,75041
2825 DOVE MEADOW DR GARLAND TX 75043,3,2.0,1975,1734,7436,284861,32.8394335,-96.5848829,75043
2802 DOVE MEADOW DR GARLAND TX 75043,3,2.0,1975,1634,9204,282342,32.8385922,-96.5857391,75043
3617 DUMAS TRL GARLAND TX 75043,3,2.0,1977,2080,7671,286737,32.8393635,-96.5758154,75043
2126 DIAMOND OAKS DR GARLAND TX 75044,3,2.5,1984,2255,9056,482257,32.9339517,-96.6757782,75044
2110 ROLLING OAK LN GARLAND TX 75044,4,3.0,1986,2308,9017,483993,32.9331466,-96.6744415,75044
2202 ROLLING OAK LN GARLAND TX 75044,4,2.0,1985,1961,12881,410471,32.9342845,-96.6748801,75044
2206 ROLLING OAK LN GARLAND TX 75044,4,2.5,1985,2546,8851,428000,32.9343625,-96.6746504,75044
2206 SHADY OAKS CT GARLAND TX 75044,4,2.5,1986,2195,13438,400069,32.933752,-96.6737732,75044
2205 MOSS TRL GARLAND TX 75044,4,2.5,1985,2432,9906,395512,32.9347256,-96.6764674,75044
2718 OAK POINT DR GARLAND TX 75044,4,3.5,1987,3522,11718,616249,32.9349903,-96.6711,75044
2826 OAK POINT DR GARLAND TX 75044,4,3.5,1993,2909,11591,536946,32.9361489,-96.6727917,75044
2801 WILLOW RIDGE DR GARLAND TX 75044,5,4.0,1991,2819,11339,474069,32.93193,-96.6726037,75044
2810 WINDING OAK TRL GARLAND TX 75044,4,3.0,1992,3217,12336,500072,32.9319209,-96.6717096,75044
2021 VICTORIA DR GARLAND TX 75040,3,1.5,1970,1105,7079,249903,32.9319354,-96.6339478,75040
2025 EDNA SMITH DR GARLAND TX 75040,3,1.5,1970,1353,7079,281812,32.9320873,-96.634907,75040
2105 EDNA SMITH DR GARLAND TX 75040,3,2.0,1970,1249,7079,247216,32.9329292,-96.6348925,75040
2103 OVERVIEW LN GARLAND TX 75044,3,2.0,1986,1376,4770,292331,32.93283,-96.6769386,75044
2014 PEAKWOOD DR GARLAND TX 75044,3,2.0,1985,1282,4312,282614,32.9325385,-96.6773918,75044
2204 OVERVIEW LN GARLAND TX 75044,3,2.0,1985,1358,4696,290969,32.9338073,-96.6772264,75044
2216 OVERVIEW LN GARLAND TX 75044,3,2.0,1985,1461,4504,298293,32.9341085,-96.6778852,75044
2121 HEARTHSIDE LN GARLAND TX 75044,3,2.5,1988,1479,4273,302081,32.9339219,-96.6788069,75044
2113 HEARTHSIDE LN GARLAND TX 75044,3,2.0,1990,1526,4273,320092,32.9335028,-96.6788608,75044
2914 OAK POINT DR GARLAND TX 75044,5,5.5,1992,4849,10206,724860,32.9367181,-96.6737025,75044
2813 GRAND OAK DR GARLAND TX 75044,4,3.0,1988,2225,8542,412122,32.9333026,-96.6722189,75044
2922 DOVE MEADOW DR GARLAND TX 75043,3,2.0,1975,1536,8616,275767,32.8397783,-96.5829475,75043
2941 EMBERWOOD DR GARLAND TX 75043,3,2.0,1975,2020,8159,303231,32.8399647,-96.5819047,75043
2901 EMBERWOOD DR GARLAND TX 75043,3,2.0,1976,1934,7436,307795,32.8389661,-96.5837157,75043
2809 EMBERWOOD DR GARLAND TX 75043,3,3.0,1975,2020,7436,340638,32.8383876,-96.5851999,75043
2622 DOVE MEADOW DR GARLAND TX 75043,3,2.0,1976,1346,7079,255913,32.8367559,-96.5873759,75043
2734 DOVE MEADOW DR GARLAND TX 75043,3,2.0,1976,1373,9087,269593,32.8384227,-96.5862009,75043
2711 EMBERWOOD DR GARLAND TX 75043,3,2.0,1976,1373,7436,269844,32.8379233,-96.5863888,75043
6413 FIELD KNOLL DR GARLAND TX 75043,3,2.0,1976,1765,7079,287036,32.8369451,-96.5858977,75043
2810 EMBERWOOD DR GARLAND TX 75043,3,2.0,1975,1934,7436,302907,32.8380016,-96.585033,75043
2922 EMBERWOOD DR GARLAND TX 75043,3,2.0,1975,1536,7436,344597,32.8390062,-96.5826138,75043
2905 FERN GLEN DR GARLAND TX 75043,3,2.0,1975,1934,7318,305338,32.8382187,-96.5834063,75043
2801 OAK SPRINGS DR GARLAND TX 75044,4,2.0,1991,2436,10001,480924,32.9339512,-96.6715146,75044
2610 OAK POINT DR GARLAND TX 75044,4,2.0,1986,2328,8625,427919,32.9335661,-96.6699656,75044
2618 OAK POINT DR GARLAND TX 75044,3,2.5,1985,2860,10816,548484,32.9339876,-96.6701812,75044
2706 OAK POINT DR GARLAND TX 75044,4,3.0,1986,2523,10502,473341,32.9345164,-96.6705362,75044
2710 OAK POINT DR GARLAND TX 75044,4,4.0,1985,2681,10502,505273,32.9347036,-96.6707241,75044
2122 WINDY RIDGE LN GARLAND TX 75044,4,3.0,1987,2271,8625,437742,32.9333673,-96.6727708,75044
2822 GRAND OAK DR GARLAND TX 75044,3,2.0,1986,1970,8050,414048,32.9326903,-96.6722185,75044
2726 WINDING OAK TRL GARLAND TX 75044,4,2.0,1991,2675,11317,534284,32.9324641,-96.6708077,75044
7501 STONE HILL CT GARLAND TX 75044,4,3.5,1997,3904,11108,631663,32.9843054,-96.6474042,75044
3425 VISTA OAKS DR GARLAND TX 75043,3,2.0,1976,1760,7436,289145,32.8424782,-96.5789372,75043
3401 VISTA OAKS DR GARLAND TX 75043,3,2.0,1976,1555,7553,271464,32.841386,-96.5790685,75043
3310 VISTA OAKS DR GARLAND TX 75043,3,2.0,1976,1791,7436,299045,32.8402388,-96.5791937,75043
3402 VISTA OAKS DR GARLAND TX 75043,3,2.0,1976,1765,7318,300133,32.8412354,-96.5785965,75043
4717 CHALK CT GRAND PRAIRIE TX 75052,3,2.0,1978,1888,9579,239595,32.6568805,-97.0320551,75052
829 NE 31ST ST GRAND PRAIRIE TX 75050,2,1.0,1954,728,12053,186107,32.7593587,-96.9586391,75050
3505 MANANA DR GRAND PRAIRIE TX 75050,3,2.0,1980,1412,7475,309115,32.8133732,-97.0020954,75050
1917 PROCTOR DR GRAND PRAIRIE TX 75051,3,1.0,1956,1140,7906,216067,32.718071,-97.0103075,75051
1101 MEADOW PARK LN GRAND PRAIRIE TX 75052,4,2.5,2005,1940,5846,324478,32.6966344,-97.0185368,75052
337 DORRIS DR GRAND PRAIRIE TX 75051,3,1.0,1964,1017,7248,214823,32.7144757,-97.0095473,75051
1138 COLLEGE ST GRAND PRAIRIE TX 75050,4,1.0,1957,1260,8368,212840,32.7480145,-97.0205709,75050
406 CURTS DR GRAND PRAIRIE TX 75052,3,1.5,1982,1743,8398,257209,32.6944455,-97.0089595,75052
3205 WESTHOFF DR GRAND PRAIRIE TX 75052,3,2.0,1993,1677,5001,320354,32.6912193,-97.0144388,75052
1825 SPIKES ST GRAND PRAIRIE TX 75051,2,1.0,1962,572,7401,147785,32.7339455,-97.0284958,75051
1022 NE 22ND ST GRAND PRAIRIE TX 75050,3,1.0,1951,1244,9317,240283,32.7574351,-96.9733232,75050
602 PINE VALLEY  RICHARDSON TX 75081,4,3.0,1999,3501,7706,645398,32.9349195,-96.7185052,75081
2713 OZARK DR GRAND PRAIRIE TX 75052,3,2.0,1984,1474,10890,266275,32.7065135,-97.0348351,75052
3150 LISETTA ST GRAND PRAIRIE TX 75052,3,2.0,1983,1437,5545,280132,32.6929224,-97.0118565,75052
210 GOERTE DR GRAND PRAIRIE TX 75051,3,2.0,1964,1378,6495,268776,32.7147094,-97.0054333,75051
706 HUDDLESTON DR GRAND PRAIRIE TX 75050,3,1.0,1954,1068,7928,208443,32.7492196,-97.0182078,75050
913 SE 4TH ST GRAND PRAIRIE TX 75051,3,2.0,1975,1267,9383,271608,32.7345565,-97.0004119,75051
338 E CORAL WAY  GRAND PRAIRIE TX 75051,4,2.0,2017,2519,6477,358122,32.7175614,-96.9967431,75051
1022 EGYPTIAN WAY  GRAND PRAIRIE TX 75050,3,2.5,1978,2183,10629,354134,32.7644805,-97.0217661,75050
616 DELORES DR GRAND PRAIRIE TX 75052,4,3.0,2000,2870,7183,414765,32.6656621,-97.0127625,75052
3118 CHRISTOPHER ST GRAND PRAIRIE TX 75052,4,2.0,1979,1992,8263,309464,32.6950585,-97.0082038,75052
4659 HEATHERBROOK LN GRAND PRAIRIE TX 75052,3,2.0,1987,1700,6399,350292,32.656007,-97.0084137,75052
517 SE 3RD ST GRAND PRAIRIE TX 75051,3,1.5,1981,1051,7501,228972,32.740333,-97.0014958,75051
3545 GILBERT RD GRAND PRAIRIE TX 75050,4,2.0,2017,2119,8407,414347,32.8137558,-97.0027041,75050
1614 INDEPENDENCE TRL GRAND PRAIRIE TX 75052,3,2.0,1978,1418,7636,256598,32.6568029,-97.0256105,75052
632 LAURA LN GRAND PRAIRIE TX 75052,3,2.5,2001,2660,6891,452965,32.6692433,-97.01362,75052
4204 DEBBIE DR GRAND PRAIRIE TX 75052,5,2.5,1999,3448,9383,495028,32.6689604,-97.0103931,75052
4409 SIERRA DR GRAND PRAIRIE TX 75052,3,2.5,1990,1889,6464,352152,32.6686039,-96.9943924,75052
4465 SIERRA DR GRAND PRAIRIE TX 75052,3,2.0,1990,1385,4600,304277,32.667257,-96.9933431,75052
849 CHAPARRAL DR GRAND PRAIRIE TX 75052,3,2.5,1991,1868,5088,342495,32.6658264,-96.9930073,75052
2837 CORRIDA CT GRAND PRAIRIE TX 75052,4,2.0,1970,1712,8999,290710,32.7016496,-96.9923777,75052
3714 LEMON DR GRAND PRAIRIE TX 75052,3,2.0,1983,1744,8398,268476,32.6841082,-97.0065455,75052
721 SE 3RD ST GRAND PRAIRIE TX 75051,3,1.5,2004,1128,7667,217693,32.7378266,-97.0015826,75051
4309 HUDSON AVE GRAND PRAIRIE TX 75052,3,2.0,1985,1501,7270,343450,32.6674616,-97.0046352,75052
335 MERRITT ST GRAND PRAIRIE TX 75052,4,2.0,1985,2320,8124,398183,32.6626124,-97.0041734,75052
1613 N BENT TREE TRL GRAND PRAIRIE TX 75052,3,2.0,1984,1211,4979,266917,32.6638498,-97.0251236,75052
2122 SHERIFF DR GRAND PRAIRIE TX 75051,6,2.0,1978,2550,7418,316012,32.7147193,-96.9910873,75051
3923 DANZIG DR GRAND PRAIRIE TX 75052,3,2.0,1991,1905,7819,323582,32.6802557,-96.9870472,75052
402 S CENTER ST GRAND PRAIRIE TX 75051,6,2.0,1901,2806,12445,405986,32.7421143,-97.0035017,75051
554 NEWBERRY ST GRAND PRAIRIE TX 75052,4,2.5,1986,2267,7950,382188,32.6656945,-96.9994404,75052
533 NEWBERRY ST GRAND PRAIRIE TX 75052,4,2.0,1989,2101,7240,383489,32.6648797,-97.0006051,75052
633 LYNNE DR GRAND PRAIRIE TX 75052,3,2.0,1976,1538,7597,285519,32.6867312,-97.0117348,75052
3518 GLENDA DR GRAND PRAIRIE TX 75052,3,2.0,1980,1940,7597,304733,32.6861336,-97.0115892,75052
3929 RAYWOOD DR GRAND PRAIRIE TX 75052,3,2.0,1982,1405,11966,283647,32.6773277,-97.0143338,75052
3905 CORDWOOD CT GRAND PRAIRIE TX 75052,3,2.0,1981,1408,7741,253246,32.6777193,-97.0136951,75052
402 N HOLIDAY DR GRAND PRAIRIE TX 75052,4,2.0,1972,1749,9300,285245,32.6976118,-97.0026569,75052
4304 SALLY CT GRAND PRAIRIE TX 75052,4,3.5,2001,2496,7924,418609,32.6662972,-97.0125073,75052
4523 ROSEMONT AVE GRAND PRAIRIE TX 75052,3,2.0,1995,1948,6098,355649,32.65952,-97.0083362,75052
2941 ECHO DR GRAND PRAIRIE TX 75052,4,2.0,1983,1750,9200,311748,32.6990826,-96.9982543,75052
4440 FRANKLIN ST GRAND PRAIRIE TX 75052,3,2.0,1986,1448,6782,327359,32.6645832,-96.9991568,75052
422 BUENA DR GRAND PRAIRIE TX 75052,4,2.0,1980,1992,8577,306011,32.6963073,-97.0098202,75052
3101 LISETTA ST GRAND PRAIRIE TX 75052,3,1.5,1983,1508,8512,261274,32.6950983,-97.0129902,75052
413 CLEARWOOD  GRAND PRAIRIE TX 75052,3,2.0,1976,1310,7475,262398,32.7031527,-96.9998591,75052
2933 LAKE PARK DR GRAND PRAIRIE TX 75052,3,2.0,2010,1679,8172,295035,32.6994701,-96.9991778,75052
2449 LAKESHORE DR GRAND PRAIRIE TX 75051,3,2.0,1998,1324,5197,279052,32.7085718,-96.9808301,75051
2449 MILLER ST GRAND PRAIRIE TX 75051,3,2.0,1972,2448,6682,312998,32.7083933,-96.9800804,75051
718 NW 9TH ST GRAND PRAIRIE TX 75050,3,2.0,1952,1332,14523,258462,32.7502907,-97.0158034,75050
813 PADRE CT GRAND PRAIRIE TX 75052,4,2.0,1970,1712,8999,270480,32.7020394,-96.9932591,75052
1801 TERRY DR GRAND PRAIRIE TX 75051,3,2.0,1958,1722,9052,278268,32.7202044,-97.0079729,75051
1157 MEADOW PARK LN GRAND PRAIRIE TX 75052,2,2.0,1985,1541,4922,296244,32.6965973,-97.0206401,75052
3540 TRIBLE DR GRAND PRAIRIE TX 75050,3,1.0,1953,1304,7488,166661,32.750139,-96.9523884,75050
745 NE 29TH ST GRAND PRAIRIE TX 75050,3,2.0,2000,1679,18326,312257,32.7579067,-96.9618695,75050
3405 BOWLES ST GRAND PRAIRIE TX 75050,3,1.0,1950,734,9496,166160,32.7564344,-96.954402,75050
1101 LOVING TRL GRAND PRAIRIE TX 75052,3,2.0,1979,1500,7070,291353,32.6539565,-97.019192,75052
1122 LLANO TRL GRAND PRAIRIE TX 75052,3,2.0,1979,1811,6896,286190,32.6536353,-97.0201971,75052
2005 DODGE TRL GRAND PRAIRIE TX 75052,4,3.0,1978,2523,9762,265051,32.659448,-97.0309936,75052
3202 WEIRGATE CT GRAND PRAIRIE TX 75052,3,2.0,1995,1764,4800,305177,32.692719,-97.014351,75052
932 DARBYTOWN RD GRAND PRAIRIE TX 75052,4,2.0,1999,1596,6264,320243,32.6614046,-97.0194985,75052
1802 AUSTIN AVE GRAND PRAIRIE TX 75051,3,1.5,1972,1046,5998,315240,32.7074555,-96.9812224,75051
302 VICTORIA DR GRAND PRAIRIE TX 75052,2,1.5,1982,985,2997,174446,32.707189,-96.997313,75052
2013 ROCK CREEK DR GRAND PRAIRIE TX 75050,3,2.5,1973,1835,12367,354599,32.7728755,-97.0308792,75050
2134 QUAIL HOLLOW DR GRAND PRAIRIE TX 75051,3,2.0,1978,1472,7440,274152,32.7143342,-96.9901562,75051
2026 SHERIFF DR GRAND PRAIRIE TX 75051,3,2.0,1983,1432,8024,291485,32.7176183,-96.99179,75051
1022 E CORAL WAY  GRAND PRAIRIE TX 75051,5,2.5,1990,1932,8398,338329,32.7193592,-96.9900901,75051
315 BROOKHAVEN DR GRAND PRAIRIE TX 75052,5,4.0,2001,3435,7257,482495,32.6609492,-97.0056428,75052
412 MARY PAT DR GRAND PRAIRIE TX 75052,3,2.0,1999,2236,7166,385775,32.6666877,-97.0098412,75052
714 SE 2ND ST GRAND PRAIRIE TX 75051,3,1.0,1952,1196,7667,209336,32.7381495,-97.0022003,75051
3228 WILD COVEY TRL GRAND PRAIRIE TX 75052,4,2.0,1997,1484,17690,373609,32.6943361,-97.0289138,75052
1206 SW 5TH ST GRAND PRAIRIE TX 75051,3,1.0,1959,1244,7876,231819,32.7305983,-97.0093343,75051
417 BENNIE LN GRAND PRAIRIE TX 75051,2,1.0,1953,828,8085,211657,32.7307273,-97.007784,75051
930 SW 4TH ST GRAND PRAIRIE TX 75051,3,1.0,1951,1493,7353,221203,32.7343173,-97.0072049,75051
1801 S SANTA CLARA CT GRAND PRAIRIE TX 75051,4,2.0,1966,1804,10341,329664,32.7203495,-97.0002693,75051
304 SE 11TH ST GRAND PRAIRIE TX 75051,2,2.0,1942,1396,6582,291547,32.7434336,-96.9916641,75051
1019 MARIA DR GRAND PRAIRIE TX 75052,3,2.0,2003,1876,7845,333166,32.7071646,-96.9909124,75052
842 BRIAN DR GRAND PRAIRIE TX 75052,4,2.0,1979,1684,8590,277063,32.6878406,-97.017147,75052
3513 MANANA DR GRAND PRAIRIE TX 75050,3,2.0,1980,1618,6826,311116,32.8137448,-97.0021164,75050
3605 HAYSTACK DR GRAND PRAIRIE TX 75052,3,2.0,1981,1898,6952,271255,32.6858854,-97.0093164,75052
522 MICHAEL DR GRAND PRAIRIE TX 75052,4,2.0,1976,1594,6713,269034,32.6886093,-97.0104584,75052
3510 GLENDA DR GRAND PRAIRIE TX 75052,3,2.0,1980,1734,8978,262558,32.6862818,-97.0119364,75052
705 NW 9TH ST GRAND PRAIRIE TX 75050,3,1.0,1952,1393,22817,278122,32.7494821,-97.0161393,75050
829 VALLEY VIEW DR GRAND PRAIRIE TX 75050,3,2.0,1955,2231,12981,292270,32.7502288,-97.0153415,75050
501 CASTLEROCK CIR GRAND PRAIRIE TX 75052,4,2.5,1997,2026,9209,366129,32.6612613,-97.0023716,75052
4829 TRAILWOOD DR GRAND PRAIRIE TX 75052,3,2.0,1983,1671,9736,319268,32.6541517,-97.0156774,75052
4536 STONES RIVER RD GRAND PRAIRIE TX 75052,3,2.0,1998,1685,6939,331787,32.6613653,-97.0163787,75052
906 NE 32ND ST GRAND PRAIRIE TX 75050,4,3.0,2013,2081,7161,395825,32.7604954,-96.9572163,75050
1653 COTTONWOOD ST GRAND PRAIRIE TX 75050,2,1.0,1947,949,8420,203728,32.7552571,-96.981885,75050
1205 CAPETOWN DR GRAND PRAIRIE TX 75050,3,2.0,1968,1660,10724,253065,32.753776,-97.0201704,75050
513 PARKVALE LN GRAND PRAIRIE TX 75052,3,2.0,1975,1557,6891,289753,32.7016455,-96.9979605,75052
4332 SLEEPY GLEN DR GRAND PRAIRIE TX 75052,4,2.0,2000,2677,10729,402222,32.6652666,-97.0107283,75052
409 N HOLIDAY DR GRAND PRAIRIE TX 75052,3,2.0,1972,1569,11639,275812,32.6980908,-97.0018645,75052
737 HAWTHORNE LN GRAND PRAIRIE TX 75052,5,2.0,1960,1771,8851,245238,32.7040642,-97.0151736,75052
4433 COLUMBIA ST GRAND PRAIRIE TX 75052,3,2.0,1986,1612,7392,296873,32.6649695,-96.9980505,75052
710 SOUTHRIDGE CT GRAND PRAIRIE TX 75052,3,2.0,1985,1744,7475,310382,32.7011798,-96.9964703,75052
303 MARY PAT DR GRAND PRAIRIE TX 75052,4,2.0,1999,2025,6852,377808,32.6662405,-97.0084137,75052
3110 S HOLIDAY DR GRAND PRAIRIE TX 75052,3,2.0,1972,1596,7170,265988,32.6956398,-96.9946443,75052
3534 ELM DR GRAND PRAIRIE TX 75052,3,2.0,1973,1557,7200,256188,32.6904359,-96.9974147,75052
652 JOY DIANNE DR GRAND PRAIRIE TX 75052,3,2.5,2000,2902,6447,421947,32.6667162,-97.0144388,75052
4308 SALLY CT GRAND PRAIRIE TX 75052,4,2.5,2000,2708,10258,454847,32.6661091,-97.012589,75052
203 KENSINGTON CT GRAND PRAIRIE TX 75052,3,2.5,1988,2131,4500,352011,32.6593445,-97.009635,75052
1909 TULANE DR RICHARDSON TX 75081,3,3.0,1974,2258,10624,415774,32.9568149,-96.6874333,75081
4446 MERCER ST GRAND PRAIRIE TX 75052,4,2.5,1986,2330,6965,390435,32.6643943,-96.9982123,75052
1504 BLAKE DR RICHARDSON TX 75081,3,2.0,1979,1794,9374,353392,32.9630605,-96.6967923,75081
2422 HARDY RD GRAND PRAIRIE TX 75051,3,1.5,1970,1011,4365,229822,32.7095277,-96.9811473,75051
926 TAMARA LN GRAND PRAIRIE TX 75051,3,1.0,1952,1268,7897,232939,32.7344259,-97.0082487,75051
934 SW 4TH ST GRAND PRAIRIE TX 75051,3,1.0,1952,823,7606,189824,32.7341865,-97.0071904,75051
1049 TAMARA LN GRAND PRAIRIE TX 75051,2,1.0,1953,1136,8978,215796,32.7310738,-97.0078679,75051
1029 TAMARA LN GRAND PRAIRIE TX 75051,3,1.0,1953,1144,7261,220743,32.7318661,-97.007826,75051
1113 HILL ST GRAND PRAIRIE TX 75050,2,1.0,1940,1180,8921,199394,32.7486203,-97.0194178,75050
3209 WESTHOFF DR GRAND PRAIRIE TX 75052,3,2.0,1993,1914,5001,335805,32.6910645,-97.0144598,75052
1509 LAKEVIEW DR GRAND PRAIRIE TX 75051,3,2.5,2019,2100,4966,413086,32.7102226,-96.9839665,75051
960 BENTWOOD TRL GRAND PRAIRIE TX 75052,3,2.5,2006,1516,5767,314236,32.7082239,-97.0192886,75052
827 PRAIRIE CREEK DR GRAND PRAIRIE TX 75052,3,2.0,1987,1200,5022,255544,32.6929058,-97.016676,75052
325 KIRBY CREEK DR GRAND PRAIRIE TX 75052,3,2.0,1973,1460,7366,278720,32.689818,-97.0045513,75052
421 BRIAN DR GRAND PRAIRIE TX 75052,3,2.0,1976,1594,9026,277612,32.6901888,-97.0089175,75052
5409 NUECES BAY DR ROWLETT TX 75089,4,2.0,1999,2234,7902,396721,32.9152586,-96.5504478,75089
5418 ALAZAN BAY DR ROWLETT TX 75089,5,3.0,2000,3567,8224,458575,32.91814,-96.549192,75089
5417 SOMERSET DR ROWLETT TX 75089,4,2.5,2001,2894,8320,430626,32.9177685,-96.5491712,75089
7201 BROCKTON CT ROWLETT TX 75089,5,4.0,2007,3403,13277,524160,32.9220415,-96.5332692,75089
7005 BROCKTON CT ROWLETT TX 75089,5,4.0,2006,3388,9178,523440,32.9221925,-96.5337606,75089
7001 BROCKTON CT ROWLETT TX 75089,4,3.5,2007,3738,10123,546022,32.9220154,-96.5337693,75089
7105 ANDOVER CT ROWLETT TX 75089,4,2.5,2007,3151,8063,567579,32.92224,-96.534256,75089
7105 STATFORD DR ROWLETT TX 75089,3,2.5,2009,2337,7096,430153,32.9234292,-96.5339059,75089
7209 STATFORD DR ROWLETT TX 75089,3,2.5,2009,2596,7200,450258,32.9234504,-96.5326533,75089
7113 NEW BURY CT ROWLETT TX 75089,3,2.0,2007,1908,10611,371409,32.922203,-96.5319902,75089
7009 NEW BURY CT ROWLETT TX 75089,4,3.5,2006,3413,10359,500055,32.9223607,-96.5326597,75089
7005 NEW BURY CT ROWLETT TX 75089,4,3.5,2006,3483,10616,614796,32.9221905,-96.5325321,75089
7001 NEW BURY CT ROWLETT TX 75089,4,3.5,2006,3413,11975,476333,32.9219931,-96.532519,75089
7009 BROCKTON CT ROWLETT TX 75089,4,3.5,2007,3711,8629,585443,32.9223646,-96.5338434,75089
7109 STATFORD DR ROWLETT TX 75089,4,2.5,2009,2616,7096,453229,32.9234478,-96.5336548,75089
7409 LEEWARD LN ROWLETT TX 75088,4,3.0,1999,3987,9104,472440,32.894015,-96.5305394,75088
3601 LEEWARD LN ROWLETT TX 75088,4,2.0,1999,2288,9200,372450,32.8943583,-96.531102,75088
7314 GILLON DR ROWLETT TX 75089,4,2.0,1994,2422,7370,374634,32.9262807,-96.5264073,75089
7210 GILLON DR ROWLETT TX 75089,3,2.0,1995,1698,7370,315373,32.9255298,-96.5273304,75089
7509 EUCLID DR ROWLETT TX 75089,4,2.5,1993,3611,7261,405298,32.9271463,-96.5246901,75089
7318 DARTMOUTH DR ROWLETT TX 75089,3,2.0,1992,2068,10228,368490,32.9270354,-96.5270387,75089
7306 DARTMOUTH DR ROWLETT TX 75089,3,2.0,1987,1399,10228,287899,32.9267047,-96.5274971,75089
7202 DARTMOUTH DR ROWLETT TX 75089,4,2.5,1992,2655,11705,414704,32.9259533,-96.5284556,75089
7401 GILLON DR ROWLETT TX 75089,4,2.5,1995,2334,8908,352595,32.9268445,-96.5264969,75089
7513 GILLON DR ROWLETT TX 75089,4,2.5,1994,2083,10145,377634,32.9277859,-96.5252035,75089
7502 ARMSTRONG LN ROWLETT TX 75089,4,2.5,1995,2104,7593,324364,32.9259943,-96.5240318,75089
6609 FAIRFIELD DR ROWLETT TX 75089,4,2.5,1993,2341,7370,381787,32.9249386,-96.5279067,75089
6701 FAIRFIELD DR ROWLETT TX 75089,2,2.0,1987,1352,11726,290567,32.9253856,-96.5284139,75089
7314 EUCLID DR ROWLETT TX 75089,3,2.0,1994,2515,7370,367661,32.9257459,-96.52574,75089
7630 BEVERLY DR ROWLETT TX 75089,3,2.0,1987,1528,8873,312861,32.9255339,-96.5213714,75089
7602 ABERDEEN DR ROWLETT TX 75089,3,2.0,1994,1713,9226,343659,32.9249988,-96.5207046,75089
7513 ARMSTRONG LN ROWLETT TX 75089,4,3.0,1995,2689,7479,376219,32.9267967,-96.5238101,75089
7405 EUCLID DR ROWLETT TX 75089,4,2.0,1995,1847,7261,358151,32.9263649,-96.5256539,75089
7505 EUCLID DR ROWLETT TX 75089,4,2.5,1995,2854,7261,434357,32.927017,-96.5248717,75089
6501 FAIRFIELD DR ROWLETT TX 75089,4,2.5,1995,3124,9304,532919,32.9238113,-96.5266612,75089
6605 FAIRFIELD DR ROWLETT TX 75089,4,2.5,1992,3180,7370,441860,32.9248045,-96.5277888,75089
6713 FAIRFIELD DR ROWLETT TX 75089,4,2.5,1987,2456,7205,396815,32.9258658,-96.5290642,75089
7414 GILLON DR ROWLETT TX 75089,3,2.0,1996,1770,7370,350346,32.9269181,-96.5256121,75089
7518 DARTMOUTH DR ROWLETT TX 75089,4,2.0,1994,2508,11064,361365,32.9283038,-96.5254135,75089
7213 GILLON DR ROWLETT TX 75089,4,2.5,1993,2530,8908,411667,32.9259573,-96.5275388,75089
730 OAK CREEK DR CEDAR HILL TX 75104,3,3.0,2004,4196,11430,506134,32.5977962,-96.9107885,75104
7401 EUCLID DR ROWLETT TX 75089,3,2.0,1995,1694,7261,344253,32.9262693,-96.5257779,75089
7810 DARTMOUTH DR ROWLETT TX 75089,4,2.5,1995,2530,8930,388257,32.9301038,-96.5270387,75089
7802 DARTMOUTH DR ROWLETT TX 75089,4,2.5,1993,2542,8930,456579,32.9298122,-96.526747,75089
7602 DARTMOUTH DR ROWLETT TX 75089,4,2.5,1993,2742,24141,403496,32.9284857,-96.5252884,75089
7510 DARTMOUTH DR ROWLETT TX 75089,3,2.0,1997,1265,10228,321155,32.9280651,-96.5257885,75089
7506 CENTENARY DR ROWLETT TX 75089,4,2.5,1994,2948,7205,344538,32.9285016,-96.5266636,75089
7502 CENTENARY DR ROWLETT TX 75089,4,2.5,1995,2241,7205,394364,32.9283197,-96.5267887,75089
7406 CENTENARY DR ROWLETT TX 75089,3,2.0,1995,2258,7205,389412,32.927855,-96.5273697,75089
7402 CENTENARY DR ROWLETT TX 75089,4,2.0,1996,2267,7205,353344,32.9277107,-96.5275388,75089
